10791.6813366,7.064761121e-06,3.08201697408e-06,1.01437990452e-06,6.204280362e-05,4.67328827654e-05,7.20962125342e-05,6.13440497546e-05,5.5736181821e-05,3.98202646466e-05,4.43672288384e-05,7.98881592345e-05,0.00057021091925,3.8453254092e-05,-1.0,3.55169686372e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.20094476492e-06,3.00744750348e-06,1.01764510418e-06,6.1669619754e-05,4.60787268821e-05,7.19197487342e-05,6.14567834418e-05,5.64907568332e-05,4.02059376938e-05,4.40475814685e-05,7.96424064902e-05,0.000567764800508,3.89237065974e-05,-1.0,3.69858826161e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.12061819286e-06,2.95033601105e-06,9.96335074888e-07,6.16524121142e-05,4.6361979912e-05,7.20328243915e-05,6.12102667219e-05,5.57404237043e-05,3.97591575165e-05,4.39856376033e-05,8.07498945505e-05,0.000567053270061,3.87762120226e-05,-1.0,3.58851284545e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.07216713636e-06,3.02023477161e-06,9.92587160908e-07,6.1830120103e-05,4.66964957013e-05,7.14380585123e-05,6.12029762124e-05,5.60104090255e-05,3.96931682189e-05,4.42124328401e-05,7.93834624346e-05,0.000567631213926,3.9506052417e-05,-1.0,3.69390145352e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.01848421159e-06,2.97763745039e-06,1.07593984922e-06,6.21453436906e-05,4.66008168587e-05,7.13615881978e-05,6.13697047811e-05,5.62115928915e-05,3.9728693082e-05,4.35933179688e-05,7.98418259365e-05,0.000564273272175,3.89738743252e-05,-1.0,3.71761816496e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.12887504051e-06,2.92597042062e-06,1.0119106264e-06,6.15397875663e-05,4.6199256758e-05,7.23290868336e-05,6.13853553659e-05,5.61230481253e-05,3.99007585656e-05,4.37424932898e-05,7.96782478574e-05,0.000564725778531,3.9320653741e-05,-1.0,3.5467568523e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.19021363693e-06,2.90577031592e-06,1.02256615264e-06,6.23199739493e-05,4.6373315854e-05,7.15491332812e-05,6.16863399046e-05,5.63432695344e-05,3.96885807277e-05,4.43470162281e-05,7.91077764006e-05,0.000569685536902,3.92871588701e-05,-1.0,3.59112382284e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.04905596649e-06,3.06044626086e-06,9.93241087599e-07,6.23567830189e-05,4.65949160571e-05,7.2213842941e-05,6.14965174464e-05,5.5904063629e-05,3.96850045945e-05,4.38487950305e-05,7.9428376921e-05,0.000566545815673,4.06588515034e-05,-1.0,3.42336243193e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.04046124156e-06,2.9649015687e-06,1.01103455563e-06,6.26797846053e-05,4.63756587123e-05,7.20799216651e-05,6.1164413637e-05,5.58689935133e-05,3.97778021579e-05,4.36483605881e-05,7.93531071395e-05,0.000568501593079,3.92276342609e-05,-1.0,3.56266536983e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10791.6813366,7.10288350092e-06,3.0030328162e-06,1.02245519429e-06,6.15457101958e-05,4.65897974209e-05,7.24389246898e-05,6.10333263467e-05,5.60005464649e-05,3.98009033233e-05,4.32770430052e-05,7.93949948275e-05,0.00056787696667,3.94753333239e-05,-1.0,3.59947298421e-05,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
